,count,hate_speech,offensive_language,neither,class,tweet
639,6,1,5,0,1,"""but pussy is the root of all drama an attribute put up in they head by they mama."""
640,3,0,3,0,1,"""call me Keyshawn Johnson cause im catchin erry hoe"""
641,3,0,3,0,1,"""captain save a hoe"" is the most annoying phrase"
642,6,0,6,0,1,"""day of judgement everybody gonna be looking at the big jumbotron watching me fuck this majjinn buu bitch"""
643,6,0,6,0,1,"""don't let your side bitch settle in, I might have to headbutt you Evelyn"""
644,3,0,3,0,1,"""dont show me no bitch unless she look like Dolly Parton!!!"""
645,3,2,1,0,0,"""fuck you you pussy ass hater go suck a dick and die quick"" - Someone, to me, in Youtube comments. I think we'd be good friends."
646,3,0,1,2,2,"""hick and raver is a venn diagram that has a very large intersection"""
647,6,0,6,0,1,"""hoes suck my dick cus i look like john stockton hit em wit the choppa, luke i am your fatherrr"" - @LILBTHEBASEDGOD"
648,3,0,3,0,1,"""if i wasnt in a work place id deck you"" aye fucking right, I'd give you a tyson 4 combo nd end you with an uppercut. Shut the fuck up bitch"
649,3,0,3,0,1,"""if she can suck your dick with a dip in, she's not only a keeper but a true redneck woman."" - Kim's Dad."
651,3,0,3,0,1,"""its britney bitch"" - the bible (leviticus 7:58) http://t.co/ZoAkn1ZlHm"
652,3,1,2,0,1,"""niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags"""
653,3,0,3,0,1,"""no pussy, or not tryna go to the studio, don't CALL my mufuckin crib like that, god. Yo. Word up god I will BUSS YO SHIT, god, word up"""
654,3,0,3,0,1,"""oh ya these hoes think they cute in skin tight cat suits assuming that they bodies to boomin to dispute"""
655,3,0,3,0,1,"""omg this bitch is fucking stupid I swear blah blah blah"" *a week later* omg ilysm bae ur my best friend I swear"
656,3,2,1,0,0,"""on my way to fuck your bitch in the name of The Lord"" - Mr. Race"
657,3,2,1,0,0,"""poor whitey"" http://t.co/3UkKeyznz8"
658,3,0,3,0,1,"""riding with my bros still don't trust these hoes"""
659,3,0,3,0,1,"""this weekends going to be fabulous"" naa man, you're seeing nae cunt. If you do they'll be koed in 2 seconds flat. Hate u. #fuckgm"
660,3,0,3,0,1,"""whatever you are, be a good one."" -Abraham Lincoln, this quote is not for yall hoes!"
661,3,1,2,0,1,"""when guys say ""Latinas &gt;"" they mean the Kim Kardashian looking girls not you bitches that shaped like a mini fridge &amp; smell like tortillas"""
662,3,0,1,2,2,"""when rappers say twat it makes me feel weird"" &#128514;&#128514;&#128514;&#128557;"
663,3,0,3,0,1,"""you better pipe your pussy down over there""- @EsEx_Ruskii&#160;lmao wth does that even mean?"
664,3,1,2,0,1,"""you fucking pussy you couldn't even beat your dick."" - Angry Youtube Comment"
665,3,0,2,1,1,"""you're being a cunt right now"" -@RQ978"
666,3,0,3,0,1,# That son of a bitch moment when it rains and you forget your car windows are down
667,3,0,3,0,1,"#10ThingsThatGetsOnMyNerves Needy hoes, ratchet Hoes, sideline hoes, Beggin' hoes, dumb hoes, looking for love on Facebook hoes.."
668,6,0,6,0,1,#11 get to hit any bitch on campus he wants to
669,3,0,3,0,1,#1personidbitchslap @Khamruz. Fa blowin my tl. Up like a bitches spare tire leavin dairy queen
670,3,0,0,3,2,#2013Faves RT &#8220;@grahamorama: #Snoop and #Justin are having so much fun at this Charlie Wilson tribute #BETAwards https://t.co/C6NHwUBlXN&#8221;
671,3,0,3,0,1,#2013TaughtMe how pussy feels &#128514;&#128076;
672,3,0,3,0,1,#5WordsAfterSex is that all pussy bitch?
673,3,2,0,1,0,"#AZmonsoon lot of rain, too bad it wasn't enough to wash away the teabagger racist white trash in the state. #Tcot #teaparty #azflooding"
674,3,0,3,0,1,#AlexFromTarget gets a million retweets but #ChrisFromWalmart cant even get a bitch to text him back.... http://t.co/l0XTPSIG8Z
675,3,0,3,0,1,#AlexFromTarget had them bitches wet...lmmfao
676,3,0,3,0,1,"#AnnCoulter still calling #Obama a 'community organizer' re: #Syria. Well, she is still #cunt as well. So what?"
677,3,0,3,0,1,#AsAGiraffes pussy http://t.co/YaaTsF52tu
678,3,0,0,3,2,#AskDems Aren't you embarrassed that Charlie Rangel remains in your caucus?
679,6,0,6,0,1,"#BOB Bass over bitches @HankJohnson11 bitches on his dick, fishes on the dock"
680,3,0,1,2,2,"#BREAKING: AP calls Mass. Governor race for Charlie Baker. Watch live coverage on WCVB, streaming online. http://t.co/S6hY2eVoaT"
681,3,0,3,0,1,#BangBangBirdGang ya bitch you!!! 56 -fruit loop
682,3,0,2,1,1,#Bartending becomes a real bitch when you the #bartender are way way taller than the bar was designed for. Holy back pains.
683,3,0,3,0,1,#BestSongToHaveSexTo bitches love sosa #bangbang
684,3,1,0,2,2,"#BigBird was made by a gay couple. So yes, under a GOP world the bird would not have existed since its creators would be in jail for sodomy."
685,3,0,3,0,1,#BitchSlapThursdays 2NITE PURE PASSION DOORS OPEN @ 10.... But we watching the game in that bitch too&#8230; http://t.co/IggoHWEwfh
686,3,0,0,3,2,"#BlessJesus Amos 3:3 - Can two walk together, except they be agreed?"
687,3,0,0,3,2,#BlessJesus Amos 5:10 There are those who hate the one who upholds justice in court and detest the one who tells the truth.
688,6,0,0,6,2,#BlessJesus The #Crown of HIS head to the sole of HIS feet
689,6,0,0,6,2,#BlessJesusAir Matthew 6:26 Look at the birds of the air.. and yet your heavenly Father feeds them.Are you not much more valuable than they?
690,3,0,0,3,2,#BlessJesusLove Happy Belated ( Sixty-Fifth) 65 Birthday *28 Aunt Mary Agnes #Strong
691,3,0,2,1,1,#Bout2GoCrazy #AintNoLevelz2DisShit hungrier then a phat ho on a diet IG http://t.co/nzuBUC2QpR
692,3,1,2,0,1,#BurnNotice Fi shoots bean bag rounds at the guy - Hurts like a bitch don't they?
693,3,3,0,0,0,#California is full of white trash
694,3,2,1,0,0,#California is full of white trash who moved from #Oklahoma
695,3,0,3,0,1,#CelebrityLeakedPhotos YEAH&gt; NOW YOU KNOW how it feels knowing the #NSA is on all our phones. Quit whining like #muslim #bitches.
696,3,1,2,0,1,"#ChristianBale should be KISSING #Moses ass for his fight with God, OTHERWISE WE MIGHT ALL BE FUCKING DEAD&gt; #retarded #ass #actor #faggot"
698,3,0,3,0,1,#Cowboys are 6-1 bitches #Cowboysnation another great win Ilove this team
699,3,1,2,0,1,"#Crack that whip, cracker"
700,3,2,0,1,0,#DTLA is trash because of non-Europeans are allowed to live there.
701,3,1,2,0,1,"#DUH @Transhuman_: That's because they're possibly tucking a penis ""@EmperorIra: This bitch got man boobs http://t.co/VJvXwLrJoP""&#8221;"""
702,6,1,5,0,1,#DearFeministMen there are easier way to get pussy w/out sacrificing your man hood...best of all they dont include losing ur self respect!
703,3,1,2,0,1,"#DegenerateArtist Ain't fuckin' AROUND with #Allahs #retard #crest&gt; I GOT BLESSED by Jesus and you are NOT NEXT, you fake ass TEXT&gt;"
704,3,1,2,0,1,"#DegenerateArtist Can't do it ALL on CARD&gt; I'm not a French Muslim retard&gt; I don't expect or demand a child bride yard, cuz I got MAN DICK&gt;"
705,3,0,3,0,1,#DegenerateArtist Isn't a bitch walks back his words&gt; Isn't a WITCH who questions a TURD&gt; I'm a GLITCH WHO EVOLVES YOUR ABSURD!!!!!!!!!!!
706,3,0,3,0,1,"#DegenerateArtist KNOWS words&gt; Bo Jingo dangle fan slang ho, ting pang lick drum swing flick alarm bic&gt; But you can't hear fire can you?"
708,3,0,1,2,2,"#DegenerateArtist Sniffs whiffy balls involuntary, cuz a FAIRY walks DOWNTOWN HAIRY, #climatechange all our scary sense of hillbilly sneeze&gt;"
710,3,2,0,1,0,#Dutch farmers are white trash.
711,3,3,0,0,0,#Dutch people who live outside of #NewYorkCity are all white trash.
712,3,0,0,3,2,#EarlyBird #early #morning #sunrise #dawn #bird #thebird #jerryreed @ Kansas City http://t.co/kuVq8UpwUw
713,3,0,0,3,2,#Ebola Great and I thought the panic from bird flu was bad. I really ain't got time for that.
714,3,0,0,3,2,#Ebola is a great metaphor for how #GOP #teaparty policies eat off of vital organs until the host dies. #Tcot #teabaggers
715,3,0,0,3,2,#ExplainAnAnimePlotBadly Boy with a monkey tail grows up to the the savior of a futuristic yet old earth
716,3,0,3,0,1,#FACT RT @KeyshBeChillin Kanye is best when a good piece of pussy fucks him over
717,3,1,2,0,1,#Fact females that tweet ALL the dayum day r hoes that need attention #ijs #wontgetme
718,3,0,0,3,2,"#FemaleLogic is worse than the jig, I'm convinced"
719,3,0,0,3,2,#FireCashman Why?? Because I am having to root for the Royals in October. #Yankees
720,3,1,2,0,1,#FreeElChapo is trending?! why cus French Montana's bitch ass?? you fucks that think selling drugs is cool are the LAMEST POSERS!!
721,3,0,3,0,1,#FreeballoutPartyPart3 bitch it's going! 3 mo weeks&#128588;
722,3,0,3,0,1,#FreshmanAdvice and if you ain't a hoe get up out my traphouseeeeeeee
724,9,0,0,9,2,#HOLIDAYSEASONLIVE @ShyGlizzy @plies Shy Glizzy Feat Plies - FREE THA GANG: http://t.co/pYGOSk0qCP
725,3,0,1,2,2,#HappyColumbusDay !!!! If is wasn't for #America.................#KarlMarx would never have thought of sharing #colonialism with #injuns !!!
726,3,0,0,3,2,#HappyColumbusDay .....hate to sound all #PETA callous and all........but #buffalo had it a LOT WORSE than the #injuns..........
727,3,0,3,0,1,#Havok is one bad bitch wouldn't wanna mess with her #TNA IMPACT
728,3,0,0,3,2,#HellYeah RT @BaconGawd #No RT @HuffingtonPost Happy Fall! Pumpkin Spice Oreos are here http://t.co/2prvsKantE http://t.co/hleYm0YC29
729,3,0,0,3,2,"#HelloBrookland! We're here at the @MonroeStMarket opening! Serving free samples of cider, vegan sliders, brownies! http://t.co/BW9uYtLQu1"
730,6,0,0,6,2,"#HolySpirit Joshua 1:3 Every place that the sole of your foot shall tread upon, that have I given unto you, as I said unto Moses."
731,3,1,2,0,1,#HonestyHour in middle school hoes used to call me a Mandingo warrior
732,6,0,6,0,1,#IDontHaveTimeFor Ratchet hoes.
733,6,1,5,0,1,#IHopeSomeday that these hoes just find their own relationship instead of ruining others
734,3,1,2,0,1,"#IStandWithRand Wise up RINO pussies, real leaders like Rand, Cruz, Lee, Bachmann etc. actually exist. Fight or go home. #TeaParty"
735,3,0,0,3,2,#IU 8 straight nation #college soccer champions! Wow! #hoosiernation #hoosiers &#9917;&#127942;
736,3,0,0,3,2,"#IU should make me an honorary student, id be way cooler than the other international students. i have my own football card! #hoosiers"
737,3,0,3,0,1,"#IfThePurgeWasReal I'd be the best prostitute and madam EVER. Hey, if you got pussy, you shouldn't be broke, right? LMAO JK"
738,3,0,3,0,1,#IfWeDate i eat da pussy better than a lesbian.
739,3,0,3,0,1,#InMiddleSchool i was fat as hell and was a band faggot. Thank god i played sports after 6th grade and didnt stay in band
740,3,1,0,2,2,"#IndigenousPeoplesDay .........right. Because these #redskins had a lot of #queens, right? nomg. #sofunny"
741,3,1,2,0,1,#IndigenousPeoplesDay HAHA!!! You fuckin' retarded commies!!!!! Hunter Biden loves snortin' that PYGMIE FAIRY DUST don't he? #liberals
742,3,2,1,0,0,#Iowa is full of white trash
743,3,0,1,2,2,#Iraq gov troops were handed a severe defeat by #ISIS at Saqlawiya -- there's chatter of over 300 soldiers lost &amp; Jihadis raving about it
744,3,2,1,0,0,#JesusChrist was STRAIGHT&gt; That's why the #faggots killed him. #PERIOD #SonOfGod&gt;
745,3,0,2,1,1,#KanyeShrug lol &#8220;@ShainaRakia: Thots be like &#128073; RT @SMCo71: @ShainaRakia only great thing these bitches can offer &#128514;&#128514;&#128514;&#8221;
746,3,0,2,1,1,#Lingo so A1 niccas be Tryn talk like me
747,3,0,3,0,1,"#MentionADislike hoes thinkin they bad even if they are I will tell her ""bitch calm down u average"""
748,3,0,3,0,1,#MessageToMyFutureSpouse u better cook and clean for me bitch. Ill give u all my money but I ain't cleanin no dishes and makin my own plate.
750,3,3,0,0,0,#Minnesota is full of white trash
751,3,0,3,0,1,#MyUnpopularOpinion Spanish bitches suck dick by 11 and have babies by 15 because they're already fine and dressing slutty.
752,3,0,3,0,1,#NL Q.U.E.E.N. And reminded: I still don't get why Janelle Monae is so perplexed that people think she's queer...
753,3,0,0,3,2,"#NP ""Centuries"" ~FOB"
754,3,0,2,1,1,#NationalCatDay ...sure. Celebrate over 1 BILLION bird deaths and blame it on #climatechange you fuckin' #commies.
755,3,0,0,3,2,#Natitude? Okay. I'm only going to say it once. COMB yer BEARDS. #lol #wiggers
756,6,0,0,6,2,#NowPlaying : BT feat. Tori Amos - Blue Skies (radio edit) on #1069TheArrow - http://t.co/R5wuXA9jB6
757,3,0,0,3,2,#NowPlaying : Great White - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6
758,6,0,0,6,2,#NowPlaying : Ian Hunter - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6
759,3,0,0,3,2,#NowPlaying : The Doors - The WASP (Texas Radio and the Big Beat) on #1069TheArrow - http://t.co/R5wuXA9jB6
760,3,1,2,0,1,#OOMEF had that YEAH!!... i kno she pussy whipped that other nigga into putting a ring on it.... &#128564;&#128564;
761,3,1,2,0,1,#OnlyInAMichaelMyersMovie bitch is running a hundred meter dash on this niqqa WHOS ACTUALLY TAKING HIS TIME WALKING &amp; u still get killed
762,3,0,0,3,2,#PDPLive is on November 10th. Get your early bird tickets from http://t.co/7xcL4Kyiuv @LifeOfShan http://t.co/ZcnP1ljoOW
763,3,0,0,3,2,#PacerNation 4/4 on the road! Perfect way to continue after #iubb have finished #NBA #Pacers #indiana #hoosiers
765,3,1,2,0,1,#PeopleWhoMadeMy2013 my little brother and i hate to admit it but @DirkAlisic and he knows why. but he's still a lil bitch though. fuck you!
766,3,0,3,0,1,"#QTNA RT @Major_K8: How y'all bitches gon breast feed wit nipple rings? &#128563;&#128534;"""
767,3,0,3,0,1,"#QuestionIAskMySelf why should I be slapping this hoe tuh solve something, ima leave it alone..............I never usually listen to myself"
770,3,0,3,0,1,#RayRice is a bitch. #JustSaying
771,3,0,3,0,1,#RayRice is still a bitch. @NFL got this one wrong. Women fans should be livid! #NoExcuses
772,3,2,1,0,0,#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies
773,3,0,3,0,1,"#ReasonsWhyWeDontGetAlong You're a hoe. Stop focusing on sucking dick, focus on getting rich"
774,3,0,3,0,1,#RebelScience ......ITS ABOUT SHARING #whaddup&gt; #clouds. It not about hogging the #windturbines like a fuckin' gasbag son of a bitch.....
775,3,2,1,0,0,"#RebelScience ......is using an ACTUAL WOMAN as a genetic engineering lab for ""all natural clones""..... or something...... #faggot #rome"
776,3,0,0,3,2,"#RedSox, focus on the #Orioles that knocked you out last year, and not your hatred of the #Yankees for um-teen years! LOL!"
777,3,0,3,0,1,#Remake with #granny DCYOUNGFLY Dirtymoney24 #TeamIgnat #HoodComedy damn that bitch a BAB!!!! that's a Big ... https://t.co/mgr10pz8iJ
778,3,0,0,3,2,#Royals 2-1!! Fantastic. Ready for tomorrow's sweep of the disposed O's. #Yankees 4ever except this month.
779,3,0,1,2,2,#Royals Milwaukee let Yost go.Now they wished they hadn't cause they suck.How about now.He's the guy win or lose. Yankees fire Girardi &#128073;Yost
780,3,0,0,3,2,#RuinAComedian @midnight Charlie Lapdance
781,3,0,3,0,1,#RuinADessert @midnight Fairy Queen. nomg&gt; I fucked #Obama panties again...............
782,3,0,2,1,1,#Shoutout to everybody that follow a nicca!!
783,3,0,2,1,1,#Shoutout to my #Exit47 niccas! #Salute
784,3,0,2,1,1,#Shoutout to my #MackTown niccas!
786,3,0,3,0,1,#Shoutout to my exit 47 niccas! #RealNiccaSalute
787,3,0,3,0,1,#SignsOfCockBlockin ----&gt;RT @tribexyunglion: Niggahs telling hoes I'm down talking them just so I can't get on &#128514; #FuckNiggahs
788,3,0,1,2,2,#Skating is for trash.
789,3,2,1,0,0,"#SlightlyAdjusted RT @CapoToHeaven Alls niggers wanna do is fuck, tweet, and drink pineapple soda all day"
790,3,2,1,0,0,#SomethingIGetAlot Are you... asian? black? Hawaiian? gay? retarded? drunk?
791,3,3,0,0,0,#SouthCarolina is full of white trash
792,3,0,3,0,1,#SplashGang on you pussy n%a'z ay @Benny_Balboa i tried to tell n%a'z!!!
794,3,0,0,3,2,#StopWhitePeople RT @ABC7: 9 cases of West Nile virus infections reported in Orange County this year; 105 dead birds found carrying virus
795,3,0,0,3,2,#TBT love you forever ling ling &#128115;&#128114;&#128152; @brittneycordova http://t.co/KEcfNjyrwE
796,3,0,1,2,2,#THEBOONDOCKS at 10:30 my nicca!
797,3,0,0,3,2,#TRUTH RT @notashley: David is the Charlie Brown of #Scandal
798,3,0,3,0,1,#That son of a bitch moment when you finally get in bed and your bladder decides its time to piss
799,3,0,2,1,1,#That son of a bitch moment when you turn the radio on and your favorite song is on but its the end of the song
800,3,0,3,0,1,#That son of a bitch moment when your walking through your house in the dark and stub your little toe on the wall
801,3,0,3,0,1,#ThatFuckMeMoment when you leave your car windows down and it rains in your car and looks like hurricane katrina ran through that bitch
802,3,0,3,0,1,#TheMostAnnoyingThingsInLife people who are NEVER happy and bitch-n-moan 100% of the time.
803,3,2,1,0,0,#ThingsIWillTeachMyChild how to play deez niggas n bitches dat be snakes
804,3,0,3,0,1,#ThingsNotToDoOnAFirstDate give her all da dick U gotta half stroke da pussy bc if u dump dick on dat bitch she gon become extremely anoyin
805,6,0,6,0,1,#TjohnGang&#128520; lil bitch follow me ! http://t.co/sd8UhT4DNY
806,3,0,3,0,1,#ToMyFutureSon You can fuck dem hoes but you better not love dem hoes.
